Empresas,Frutas,Cliente,Cantidad (Kg),Año,VENTAS_Canada(KG),VENTAS_China(KG),VENTAS_EE.UU.(KG),VENTAS_España(KG),VENTAS_Francia(KG)
PeruExport,Mango,Mercado Mundial,1437,2018,2,4,3,1,3
America,Uva,America Exportadores,1371,2015,4,3,1,1,2
FruPeru,Naranja,Europa Exportadores,1101,2014,4,3,2,3,2
America,Platano,Mercado Mundial,2333,2019,4,4,4,1,3
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,1783,2011,4,4,2,1,2
VirPeru,Mandarina,Europa Exportadores,1738,2010,5,4,3,2,3
AgroPro,Mandarina,Europa Exportadores,1240,2016,1,3,4,1,3
FruPeru,Uva,Europa Exportadores,959,2011,2,3,4,2,3
AgroPro,Palta,Mercado Mundial,1756,2015,3,4,3,3,3
America,Naranja,Mercado Mundial,1535,2018,2,4,5,3,3
VirPeru,Mandarina,America Exportadores,1933,2015,2,3,3,3,3
FruPeru,Mango,Europa Exportadores,1998,2012,3,4,5,3,3
AgroPro,Mango,America Exportadores,1235,2019,4,4,1,2,2
America,Mandarina,America Exportadores,1191,2017,5,4,4,3,3
PeruExport,Uva,America Exportadores,1575,2012,4,3,2,2,2
AgroPro,Mango,Exportadores Mundiales,2213,2018,1,3,5,3,2
PeruExport,Naranja,America Exportadores,1375,2014,4,3,3,1,3
AgroPro,Platano,J&T Exportadores,1535,2012,1,3,5,3,3
VirPeru,Mandarina,Mercado Mundial,1536,2011,1,4,1,1,2
FruPeru,Mango,J&T Exportadores,2272,2015,3,3,5,3,2
AgroLatina,Mandarina,Mercado Mundial,2361,2018,3,3,4,2,2
PeruExport,Palta,Europa Exportadores,1785,2019,4,4,3,1,3
FruPeru,Naranja,Exportadores Mundiales,988,2011,4,4,1,3,3
AgroLatina,Mango,Europa Exportadores,1379,2019,4,3,3,1,3
VirPeru,ArÃ¡ndanos,Mercado Mundial,2394,2017,5,4,3,1,3
VirPeru,Mango,Exportadores Mundiales,2041,2013,4,4,1,2,3
AgroPro,Palta,Exportadores Mundiales,811,2018,3,3,1,3,3
PeruExport,Mango,Europa Exportadores,2304,2015,1,3,3,2,3
Alfa,Mandarina,J&T Exportadores,2190,2013,5,4,5,3,2
America,Mandarina,Europa Exportadores,1606,2015,1,3,5,1,2
America,Uva,Europa Exportadores,1677,2011,4,4,2,2,3
AgroLatina,Uva,America Exportadores,1759,2020,3,4,3,3,3
AgroLatina,Platano,Mercado Mundial,1176,2020,4,4,1,1,2
Alfa,Mandarina,J&T Exportadores,2111,2019,1,4,3,3,2
AgroLatina,Naranja,America Exportadores,868,2018,4,3,5,1,2
FruPeru,Naranja,Mercado Mundial,877,2013,3,4,3,3,2
FruPeru,Uva,Mercado Mundial,1272,2010,3,3,4,3,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1598,2015,4,4,5,2,3
Alfa,Mandarina,America Exportadores,2377,2012,3,3,4,2,3
Alfa,Palta,J&T Exportadores,1800,2015,2,4,5,3,2
AgroPro,ArÃ¡ndanos,America Exportadores,1622,2012,2,3,2,2,2
FruPeru,Palta,America Exportadores,1044,2014,5,3,2,1,2
VirPeru,Mandarina,Exportadores Mundiales,1292,2011,5,4,2,2,2
America,ArÃ¡ndanos,America Exportadores,821,2015,5,3,1,3,2
VirPeru,Palta,Europa Exportadores,1056,2014,4,3,5,1,3
AgroLatina,Mandarina,Mercado Mundial,2237,2016,1,4,5,2,2
Alfa,Palta,J&T Exportadores,2223,2016,2,4,5,3,3
AgroLatina,Palta,J&T Exportadores,2339,2018,2,4,1,3,3
PeruExport,Platano,J&T Exportadores,1359,2018,5,4,3,1,2
AgroPro,Uva,J&T Exportadores,2318,2018,5,4,3,2,3
PeruExport,Mandarina,Mercado Mundial,2328,2013,2,4,3,3,2
FruPeru,Mango,America Exportadores,1722,2015,1,3,5,2,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1097,2018,1,3,1,1,3
VirPeru,Platano,America Exportadores,1347,2011,1,3,3,3,3
VirPeru,Platano,J&T Exportadores,1721,2010,3,4,5,2,3
VirPeru,Uva,Europa Exportadores,1879,2017,4,4,4,2,3
Alfa,Mango,Mercado Mundial,2309,2015,4,3,2,2,3
Alfa,Uva,Europa Exportadores,1685,2012,1,3,2,1,2
FruPeru,Palta,Europa Exportadores,1981,2017,4,3,2,1,3
FruPeru,Mango,Exportadores Mundiales,2104,2012,2,4,5,2,2
Alfa,Mango,J&T Exportadores,891,2015,1,3,5,1,3
FruPeru,Uva,J&T Exportadores,1158,2017,5,3,3,3,2
AgroLatina,Mandarina,Europa Exportadores,1588,2012,3,4,2,3,2
Alfa,Platano,J&T Exportadores,2077,2015,1,4,4,1,3
AgroPro,Mango,America Exportadores,1394,2011,1,3,1,2,3
AgroPro,Palta,Mercado Mundial,2059,2013,9,8,3,4,5
PeruExport,Palta,Mercado Mundial,2289,2014,1,3,3,3,3
VirPeru,Uva,America Exportadores,823,2019,3,3,1,3,3
America,Uva,America Exportadores,1941,2017,5,4,2,2,2
FruPeru,Mandarina,Exportadores Mundiales,1931,2013,1,3,5,2,2
America,Platano,Europa Exportadores,1880,2020,3,4,3,3,3
FruPeru,ArÃ¡ndanos,America Exportadores,1211,2013,5,3,3,2,2
AgroPro,Naranja,Europa Exportadores,1766,2019,5,3,2,1,2
VirPeru,Mandarina,Exportadores Mundiales,930,2015,1,4,5,2,3
AgroLatina,Mandarina,America Exportadores,2209,2018,2,4,4,1,2
AgroPro,Palta,Exportadores Mundiales,1945,2018,5,4,1,2,2
PeruExport,Mango,J&T Exportadores,1488,2010,2,4,5,1,2
FruPeru,ArÃ¡ndanos,J&T Exportadores,810,2020,4,4,4,3,2
AgroPro,Naranja,Exportadores Mundiales,1592,2018,1,4,2,2,3
VirPeru,Uva,America Exportadores,1444,2020,2,4,3,3,3
VirPeru,Uva,America Exportadores,1113,2013,3,3,5,1,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,864,2014,1,3,3,2,3
AgroLatina,Mandarina,America Exportadores,1060,2016,5,4,3,3,3
VirPeru,Naranja,Mercado Mundial,2190,2016,5,3,3,3,2
PeruExport,Naranja,Mercado Mundial,1093,2013,1,4,2,1,3
America,Mango,Exportadores Mundiales,1285,2010,2,3,5,1,3
AgroLatina,Mango,Exportadores Mundiales,1146,2014,1,3,1,3,3
FruPeru,Uva,J&T Exportadores,1616,2020,5,4,4,2,2
AgroLatina,Naranja,Exportadores Mundiales,1228,2014,1,3,1,1,2
VirPeru,Palta,Europa Exportadores,1440,2010,5,4,1,1,3
America,Mandarina,Exportadores Mundiales,2084,2020,2,4,2,1,2
Alfa,ArÃ¡ndanos,Europa Exportadores,1609,2019,2,3,2,2,2
Alfa,Uva,Exportadores Mundiales,1635,2011,3,4,3,1,3
PeruExport,Platano,J&T Exportadores,1685,2018,5,4,3,2,3
AgroPro,ArÃ¡ndanos,Mercado Mundial,2074,2020,3,4,4,1,3
America,ArÃ¡ndanos,America Exportadores,1944,2013,2,4,4,3,3
FruPeru,Platano,Mercado Mundial,2018,2012,3,3,5,1,3
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,1812,2010,3,3,5,3,2
AgroLatina,Platano,America Exportadores,1735,2013,2,3,3,3,2
PeruExport,Palta,Exportadores Mundiales,1164,2017,3,3,5,2,3
America,Uva,Europa Exportadores,1698,2019,3,3,4,3,2
PeruExport,Mango,America Exportadores,2097,2019,1,4,2,3,2
AgroPro,Mango,America Exportadores,950,2015,5,4,1,2,2
AgroLatina,Palta,Europa Exportadores,1392,2014,4,4,5,3,3
PeruExport,Platano,America Exportadores,1527,2019,2,3,3,3,2
Alfa,ArÃ¡ndanos,America Exportadores,847,2015,3,3,3,3,2
PeruExport,Uva,J&T Exportadores,1586,2018,4,4,1,2,2
PeruExport,Mandarina,J&T Exportadores,2351,2010,5,4,1,2,2
AgroLatina,Palta,Mercado Mundial,1974,2014,3,3,4,2,2
AgroPro,Naranja,America Exportadores,1627,2012,4,4,2,2,3
America,Platano,Europa Exportadores,1471,2016,2,3,1,2,2
Alfa,Mandarina,J&T Exportadores,1180,2018,1,4,3,2,2
America,Palta,Mercado Mundial,1792,2012,1,4,1,2,3
AgroLatina,ArÃ¡ndanos,Mercado Mundial,820,2020,3,3,4,3,3
AgroLatina,Palta,Mercado Mundial,1717,2017,3,4,3,2,3
Alfa,Mango,Exportadores Mundiales,1009,2012,4,3,2,2,2
America,Naranja,Europa Exportadores,827,2016,3,3,1,3,2
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1524,2014,5,4,4,3,2
FruPeru,Palta,Exportadores Mundiales,847,2016,1,3,1,1,2
PeruExport,Palta,J&T Exportadores,1313,2010,3,4,5,2,2
FruPeru,Palta,Mercado Mundial,1788,2020,5,3,2,3,2
America,Mandarina,Exportadores Mundiales,2021,2013,4,4,3,1,2
PeruExport,Mandarina,J&T Exportadores,1571,2017,3,3,4,2,3
PeruExport,Palta,J&T Exportadores,1868,2010,2,3,4,1,2
FruPeru,Mango,Mercado Mundial,1736,2020,4,4,3,3,3
PeruExport,Mango,Mercado Mundial,1314,2018,5,4,3,1,3
AgroPro,Palta,Exportadores Mundiales,1025,2013,2,3,2,1,2
AgroPro,Platano,Mercado Mundial,1003,2013,4,4,3,1,3
America,Palta,America Exportadores,1960,2017,1,3,5,3,2
America,Uva,Exportadores Mundiales,934,2010,3,4,3,3,2
VirPeru,Platano,Exportadores Mundiales,1315,2010,3,4,5,3,3
VirPeru,Naranja,Exportadores Mundiales,933,2012,2,4,4,3,3
AgroPro,Uva,Mercado Mundial,1161,2013,4,4,5,2,3
America,ArÃ¡ndanos,America Exportadores,1736,2017,4,4,5,3,3
AgroLatina,Naranja,Mercado Mundial,1275,2017,4,3,2,3,3
AgroLatina,Mandarina,Mercado Mundial,1378,2016,5,3,3,2,3
Alfa,ArÃ¡ndanos,Exportadores Mundiales,1020,2012,3,4,5,2,2
PeruExport,Platano,Exportadores Mundiales,2082,2016,3,3,2,3,3
Alfa,Mandarina,Europa Exportadores,1116,2020,4,4,4,2,2
FruPeru,Mandarina,J&T Exportadores,2163,2010,4,3,1,1,3
FruPeru,Uva,Mercado Mundial,2288,2011,3,3,1,2,2
America,Palta,America Exportadores,1132,2013,3,3,5,1,2
Alfa,ArÃ¡ndanos,America Exportadores,971,2018,3,3,1,3,2
AgroLatina,Mandarina,Europa Exportadores,2011,2020,2,3,2,3,3
AgroLatina,Platano,America Exportadores,1507,2017,5,3,3,3,3
America,Uva,J&T Exportadores,1875,2012,4,3,5,3,3
PeruExport,ArÃ¡ndanos,America Exportadores,1373,2020,1,4,4,3,2
AgroLatina,Mandarina,Mercado Mundial,1546,2019,5,4,3,3,3
FruPeru,Mandarina,Exportadores Mundiales,1236,2012,1,3,1,3,2
AgroLatina,Mandarina,Mercado Mundial,1884,2010,1,3,1,2,3
Alfa,Mandarina,Europa Exportadores,2150,2014,5,4,4,2,3
AgroLatina,ArÃ¡ndanos,Mercado Mundial,2392,2016,1,4,5,2,3
VirPeru,ArÃ¡ndanos,J&T Exportadores,1042,2018,2,4,1,2,2
AgroLatina,Uva,Europa Exportadores,1623,2019,5,4,3,2,3
VirPeru,Mandarina,Exportadores Mundiales,1488,2011,1,3,5,1,2
America,Mandarina,America Exportadores,813,2017,5,4,2,2,3
PeruExport,Uva,America Exportadores,1232,2011,1,4,2,2,2
PeruExport,Mandarina,Exportadores Mundiales,925,2010,4,3,4,1,2
PeruExport,ArÃ¡ndanos,Exportadores Mundiales,2348,2017,2,4,1,3,2
AgroPro,Platano,America Exportadores,1791,2018,1,3,1,2,2
America,Palta,Mercado Mundial,967,2014,1,4,3,3,2
America,Palta,America Exportadores,1627,2011,3,3,4,3,2
AgroLatina,Platano,America Exportadores,2093,2011,5,3,5,1,3
America,ArÃ¡ndanos,Mercado Mundial,1873,2012,4,4,5,2,2
AgroPro,Platano,Exportadores Mundiales,1522,2010,1,3,5,3,2
AgroLatina,Platano,Exportadores Mundiales,805,2013,1,3,3,1,2
America,ArÃ¡ndanos,Exportadores Mundiales,1286,2020,3,3,1,3,3
PeruExport,Uva,Europa Exportadores,1247,2015,1,3,2,3,3
America,Platano,Europa Exportadores,801,2013,4,3,2,2,2
America,ArÃ¡ndanos,Mercado Mundial,1064,2017,5,4,2,1,3
VirPeru,Platano,Exportadores Mundiales,1455,2011,2,4,3,3,3
VirPeru,Palta,J&T Exportadores,1175,2019,5,3,3,3,3
VirPeru,ArÃ¡ndanos,Europa Exportadores,1005,2010,4,4,4,3,3
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,2316,2012,3,3,4,3,2
VirPeru,Palta,America Exportadores,1201,2013,3,4,1,2,2
AgroLatina,ArÃ¡ndanos,America Exportadores,1527,2011,1,3,1,1,2
Alfa,Palta,Mercado Mundial,1755,2014,1,3,1,2,2
FruPeru,Uva,Exportadores Mundiales,2147,2018,1,4,1,2,3
Alfa,Naranja,Europa Exportadores,1877,2012,5,3,1,2,2
Alfa,Mango,Exportadores Mundiales,1004,2016,2,4,1,1,2
America,Palta,J&T Exportadores,1628,2017,5,4,1,3,3
Alfa,Palta,Exportadores Mundiales,1943,2014,3,3,3,2,3
FruPeru,Platano,America Exportadores,2076,2020,2,3,5,1,2
Alfa,Palta,America Exportadores,2155,2013,1,4,1,2,3
PeruExport,ArÃ¡ndanos,Exportadores Mundiales,1072,2020,2,4,5,3,2
AgroLatina,Uva,Europa Exportadores,1322,2011,3,4,3,1,2
PeruExport,Platano,J&T Exportadores,1612,2013,2,3,2,2,3
PeruExport,Platano,Europa Exportadores,1409,2016,5,3,5,2,3
FruPeru,Mandarina,Mercado Mundial,1352,2011,1,4,5,1,2
AgroPro,Uva,America Exportadores,1307,2016,4,4,1,2,2
America,Naranja,J&T Exportadores,2038,2017,3,3,3,2,2
AgroPro,Naranja,Europa Exportadores,1268,2020,5,4,1,3,2
Alfa,Mango,J&T Exportadores,2007,2011,3,3,2,3,2
VirPeru,Palta,Exportadores Mundiales,2369,2014,5,4,3,3,3
AgroLatina,Mango,America Exportadores,2262,2017,2,3,2,2,3
Alfa,Naranja,Mercado Mundial,1690,2018,2,3,3,1,3
Alfa,Uva,America Exportadores,1338,2014,5,4,3,2,3
Alfa,Palta,J&T Exportadores,1113,2012,2,3,4,1,3
America,Mandarina,Mercado Mundial,1621,2019,5,4,5,1,2
America,Platano,J&T Exportadores,2361,2010,2,3,1,3,3
VirPeru,Palta,Europa Exportadores,2226,2015,4,3,2,2,2
AgroPro,Uva,J&T Exportadores,2119,2016,1,4,2,3,2
FruPeru,Palta,Exportadores Mundiales,2032,2020,3,4,4,2,3
PeruExport,Naranja,America Exportadores,907,2010,5,3,3,1,3
AgroLatina,Uva,Exportadores Mundiales,1309,2012,4,4,4,2,2
America,Palta,J&T Exportadores,2179,2014,2,3,4,3,2
America,Platano,Mercado Mundial,1392,2010,2,4,2,1,2
AgroLatina,Platano,Mercado Mundial,1042,2014,4,3,4,1,3
AgroPro,Platano,Exportadores Mundiales,1079,2018,3,4,1,2,3
VirPeru,Naranja,Europa Exportadores,1313,2015,5,4,1,3,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,2008,2019,5,3,4,3,3
PeruExport,Palta,Europa Exportadores,1603,2010,2,4,4,2,2
America,ArÃ¡ndanos,J&T Exportadores,1196,2014,3,3,5,3,3
America,Mango,Europa Exportadores,1500,2018,5,3,3,1,2
AgroPro,Palta,Europa Exportadores,1407,2010,5,3,4,2,3
AgroLatina,Uva,Exportadores Mundiales,1348,2018,2,4,1,2,2
America,ArÃ¡ndanos,Mercado Mundial,1939,2014,5,4,2,1,3
PeruExport,Palta,Mercado Mundial,926,2018,3,4,2,1,2
AgroLatina,Naranja,Exportadores Mundiales,2051,2012,5,3,5,3,2
PeruExport,ArÃ¡ndanos,Europa Exportadores,2096,2015,5,4,3,3,3
FruPeru,Mandarina,Mercado Mundial,2083,2010,3,3,4,1,2
PeruExport,Palta,Exportadores Mundiales,1057,2020,3,3,3,3,2
America,ArÃ¡ndanos,Exportadores Mundiales,1809,2018,3,3,1,1,2
Alfa,Platano,J&T Exportadores,1494,2020,5,4,1,2,2
FruPeru,Uva,Mercado Mundial,1214,2020,4,3,3,2,3
Alfa,Mandarina,Mercado Mundial,963,2016,5,3,1,2,3
AgroLatina,Mandarina,J&T Exportadores,1160,2011,3,4,5,3,2
PeruExport,Mango,Mercado Mundial,1586,2011,1,3,3,1,2
FruPeru,Mango,Exportadores Mundiales,1144,2017,2,4,5,3,3
FruPeru,Palta,Europa Exportadores,1565,2016,5,4,4,3,3
America,ArÃ¡ndanos,Exportadores Mundiales,1817,2014,2,4,3,1,3
AgroLatina,Mango,J&T Exportadores,1259,2019,5,3,1,3,2
VirPeru,Palta,Mercado Mundial,2056,2017,5,3,1,1,2
Alfa,Platano,J&T Exportadores,1629,2012,2,3,4,1,3
FruPeru,Uva,Mercado Mundial,1828,2016,1,3,2,3,2
AgroLatina,Palta,Mercado Mundial,1669,2019,1,4,1,1,3
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1031,2014,3,3,2,3,2
America,Palta,Europa Exportadores,1392,2013,3,4,5,2,2
America,Palta,Europa Exportadores,1884,2011,1,4,5,1,3
AgroPro,Uva,Europa Exportadores,2140,2011,5,4,1,3,3
Alfa,Uva,Mercado Mundial,999,2012,2,3,4,2,3
PeruExport,Palta,J&T Exportadores,1835,2020,5,4,5,3,2
VirPeru,Naranja,America Exportadores,1957,2012,1,3,3,3,2
Alfa,ArÃ¡ndanos,Europa Exportadores,1998,2020,4,3,5,3,3
AgroLatina,Palta,J&T Exportadores,1443,2019,5,3,3,2,3
AgroPro,Platano,America Exportadores,937,2014,5,3,1,3,2
PeruExport,Naranja,Mercado Mundial,1505,2019,3,4,3,2,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,980,2013,3,4,1,2,2
PeruExport,Uva,America Exportadores,1975,2012,1,4,4,1,3
Alfa,Palta,J&T Exportadores,2384,2019,2,3,1,3,2
AgroLatina,Palta,Europa Exportadores,1637,2013,4,4,4,1,2
Alfa,Palta,America Exportadores,1095,2018,3,4,4,2,2
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,910,2018,1,3,1,2,3
PeruExport,Palta,America Exportadores,2057,2018,4,3,5,3,2
AgroPro,Uva,Mercado Mundial,1573,2014,3,3,4,1,2
PeruExport,ArÃ¡ndanos,Europa Exportadores,1101,2018,4,4,2,2,3
AgroPro,Palta,Europa Exportadores,1866,2016,5,3,3,3,2
VirPeru,Naranja,J&T Exportadores,1855,2013,2,4,1,3,3
AgroPro,Mango,Mercado Mundial,1512,2017,3,4,2,2,3
FruPeru,Mandarina,Exportadores Mundiales,1255,2017,1,4,1,3,3
FruPeru,Platano,Mercado Mundial,1575,2010,5,3,3,2,3
VirPeru,Platano,Europa Exportadores,1973,2016,1,4,1,2,3
AgroLatina,Palta,America Exportadores,2347,2013,5,4,2,2,2
America,Platano,J&T Exportadores,1788,2017,2,3,2,1,3
FruPeru,Mango,Mercado Mundial,2306,2018,5,3,4,3,3
VirPeru,ArÃ¡ndanos,Mercado Mundial,2250,2020,2,3,1,2,3
America,Mango,J&T Exportadores,2271,2012,3,3,4,1,3
AgroLatina,Palta,J&T Exportadores,2211,2020,5,4,3,3,2
AgroPro,Palta,Europa Exportadores,1996,2016,4,3,4,1,2
PeruExport,Uva,America Exportadores,2173,2016,5,3,4,2,3
AgroLatina,Mango,J&T Exportadores,1186,2012,3,4,1,1,3
VirPeru,Uva,Exportadores Mundiales,2170,2019,1,3,3,3,3
VirPeru,Mandarina,J&T Exportadores,1217,2020,3,3,5,2,2
Alfa,Mango,Mercado Mundial,811,2019,2,3,4,1,2
America,Naranja,J&T Exportadores,1435,2016,3,3,4,1,2
FruPeru,Naranja,Mercado Mundial,1948,2017,1,3,4,2,3
FruPeru,Uva,Exportadores Mundiales,1995,2017,4,4,5,3,3
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1552,2012,3,4,5,1,2
AgroLatina,Naranja,Mercado Mundial,1108,2019,3,3,2,3,3
AgroPro,Mandarina,Exportadores Mundiales,1118,2011,2,3,3,3,3
VirPeru,Mandarina,J&T Exportadores,1593,2017,4,3,2,2,2
FruPeru,Naranja,Europa Exportadores,2172,2020,4,4,1,2,2
VirPeru,ArÃ¡ndanos,J&T Exportadores,1296,2018,3,4,2,1,3
FruPeru,Mandarina,J&T Exportadores,975,2014,4,4,3,3,3
AgroLatina,Naranja,America Exportadores,2041,2020,1,4,4,1,3
America,Naranja,J&T Exportadores,1707,2011,2,4,1,2,3
VirPeru,ArÃ¡ndanos,Mercado Mundial,1678,2018,5,3,2,1,3
VirPeru,Mandarina,J&T Exportadores,1807,2015,3,4,4,1,2
AgroLatina,ArÃ¡ndanos,Europa Exportadores,926,2020,1,4,2,2,2
FruPeru,Mango,America Exportadores,1986,2011,4,3,2,2,3
AgroPro,Naranja,Europa Exportadores,1388,2016,4,3,2,3,2
FruPeru,Platano,America Exportadores,2244,2011,2,3,4,2,2
PeruExport,ArÃ¡ndanos,America Exportadores,1776,2015,3,3,1,3,2
AgroLatina,ArÃ¡ndanos,J&T Exportadores,2145,2018,1,4,4,2,2
AgroPro,Palta,Mercado Mundial,2393,2015,1,4,4,1,3
Alfa,Platano,Europa Exportadores,803,2018,2,3,2,2,3
AgroLatina,Naranja,Mercado Mundial,1774,2016,3,4,3,1,2
PeruExport,Palta,Exportadores Mundiales,1412,2015,4,3,4,3,3
AgroLatina,Mango,Mercado Mundial,1837,2019,3,3,4,1,3
America,Platano,Exportadores Mundiales,2236,2018,2,4,5,3,2
AgroLatina,Platano,Europa Exportadores,2002,2019,1,4,2,2,3
VirPeru,Uva,Europa Exportadores,1341,2011,1,4,2,2,2
VirPeru,Mango,J&T Exportadores,2328,2018,3,4,3,2,3
Alfa,Naranja,J&T Exportadores,1249,2015,5,4,2,3,2
Alfa,Mandarina,Europa Exportadores,1429,2013,2,3,5,2,3
PeruExport,Naranja,America Exportadores,966,2015,5,3,1,3,2
PeruExport,Mango,Europa Exportadores,1607,2020,2,4,4,3,3
America,Uva,J&T Exportadores,1653,2017,5,3,3,2,3
AgroPro,Uva,America Exportadores,1089,2016,2,3,5,3,3
VirPeru,Platano,Exportadores Mundiales,1617,2019,4,3,1,1,2
America,Platano,Mercado Mundial,2364,2013,3,3,5,2,2
VirPeru,Platano,J&T Exportadores,1561,2014,2,3,3,3,3
AgroLatina,ArÃ¡ndanos,Europa Exportadores,2300,2012,3,4,5,2,3
VirPeru,Mango,J&T Exportadores,2107,2010,3,3,1,3,3
AgroLatina,Palta,J&T Exportadores,1226,2013,2,3,5,1,2
AgroLatina,Palta,America Exportadores,1654,2012,1,4,5,3,3
FruPeru,Mandarina,Mercado Mundial,1150,2011,3,4,3,3,3
America,Palta,Mercado Mundial,1759,2014,2,4,5,2,3
America,Naranja,Europa Exportadores,913,2012,1,4,5,3,2
VirPeru,Mandarina,Mercado Mundial,1373,2015,5,4,1,3,3
Alfa,Palta,J&T Exportadores,1629,2019,3,4,1,2,3
America,Naranja,J&T Exportadores,2366,2014,4,4,3,1,2
PeruExport,Uva,Exportadores Mundiales,1630,2017,1,3,5,2,3
Alfa,Mandarina,America Exportadores,2017,2019,5,4,5,3,2
AgroPro,ArÃ¡ndanos,Mercado Mundial,1194,2019,3,3,5,3,3
FruPeru,Uva,Mercado Mundial,1591,2019,5,4,1,2,2
VirPeru,Platano,J&T Exportadores,1795,2012,4,4,4,3,2
AgroPro,Uva,J&T Exportadores,2027,2016,4,3,3,2,2
America,Naranja,America Exportadores,1679,2018,5,3,2,3,2
FruPeru,Naranja,America Exportadores,2262,2018,2,4,3,1,3
VirPeru,Mandarina,Mercado Mundial,889,2018,3,3,5,1,3
Alfa,Naranja,Mercado Mundial,1901,2015,3,3,1,3,2
America,Mandarina,Exportadores Mundiales,1119,2013,4,3,2,2,2
PeruExport,Mandarina,Mercado Mundial,2400,2020,3,4,3,2,2
VirPeru,Platano,Mercado Mundial,864,2011,2,3,5,1,2
AgroPro,Naranja,Europa Exportadores,1781,2012,2,4,4,1,3
America,Uva,Mercado Mundial,1851,2016,1,3,2,1,2
Alfa,Mango,America Exportadores,2125,2014,1,3,4,3,2
Alfa,Mango,Europa Exportadores,981,2016,5,3,5,2,2
FruPeru,Mandarina,J&T Exportadores,1833,2017,5,3,5,3,2
AgroPro,Palta,Mercado Mundial,1450,2019,2,3,3,3,2
VirPeru,Mango,Exportadores Mundiales,898,2013,2,4,2,3,3
Alfa,Mandarina,J&T Exportadores,1066,2015,1,4,4,2,2
PeruExport,Platano,America Exportadores,1021,2015,5,3,4,2,3
AgroLatina,Uva,Mercado Mundial,1214,2015,1,3,1,3,2
AgroLatina,Mandarina,Exportadores Mundiales,1521,2011,5,4,1,2,3
AgroPro,Platano,America Exportadores,1137,2018,3,4,1,2,2
AgroLatina,ArÃ¡ndanos,Mercado Mundial,1236,2020,3,3,5,2,3
America,Naranja,America Exportadores,871,2020,2,4,2,1,3
AgroPro,Palta,America Exportadores,1817,2015,5,4,3,2,2
PeruExport,Uva,Mercado Mundial,1253,2019,1,3,4,2,3
Alfa,Mandarina,Europa Exportadores,2318,2018,2,4,4,3,2
America,Mandarina,J&T Exportadores,1171,2013,5,4,4,3,2
VirPeru,Palta,Mercado Mundial,2042,2019,4,4,3,2,2
FruPeru,Mandarina,Mercado Mundial,813,2012,3,4,5,3,3
PeruExport,Mango,America Exportadores,1636,2018,4,4,1,2,3
AgroLatina,Palta,Mercado Mundial,1370,2016,2,3,4,1,2
FruPeru,Platano,America Exportadores,1234,2016,2,3,4,2,2
FruPeru,Platano,America Exportadores,821,2018,4,3,4,3,3
Alfa,Platano,Mercado Mundial,1691,2010,3,3,2,2,3
VirPeru,Platano,America Exportadores,1319,2017,2,3,1,2,3
FruPeru,Platano,Mercado Mundial,1979,2012,4,4,5,3,2
AgroLatina,Mango,Mercado Mundial,1717,2016,2,4,4,1,3
AgroPro,Platano,America Exportadores,1884,2019,3,4,2,1,3
PeruExport,Mandarina,America Exportadores,1260,2019,2,3,2,3,3
VirPeru,Uva,Exportadores Mundiales,2393,2019,1,3,2,1,3
PeruExport,Uva,Mercado Mundial,1509,2020,1,3,5,1,2
AgroPro,Palta,Europa Exportadores,1063,2014,4,4,4,3,3
Alfa,ArÃ¡ndanos,America Exportadores,1107,2013,2,4,3,3,3
PeruExport,Palta,Exportadores Mundiales,925,2020,4,4,1,1,2
Alfa,ArÃ¡ndanos,J&T Exportadores,1339,2016,3,3,5,2,3
VirPeru,ArÃ¡ndanos,J&T Exportadores,2165,2012,4,4,3,1,2
AgroLatina,Mandarina,J&T Exportadores,819,2020,4,3,1,2,2
FruPeru,Platano,Mercado Mundial,2305,2011,3,3,4,3,2
AgroLatina,Uva,J&T Exportadores,1361,2018,5,3,1,3,2
AgroLatina,Palta,J&T Exportadores,1858,2016,3,4,5,3,3
America,Mandarina,Mercado Mundial,1434,2020,2,3,3,2,3
AgroPro,Mandarina,Exportadores Mundiales,1180,2015,5,4,1,1,2
Alfa,ArÃ¡ndanos,America Exportadores,1361,2014,4,4,2,2,3
AgroLatina,Palta,Europa Exportadores,1750,2016,1,4,3,2,3
AgroLatina,Mango,Exportadores Mundiales,1289,2013,1,3,5,1,2
VirPeru,Platano,Exportadores Mundiales,2088,2013,2,3,5,3,3
FruPeru,Uva,Europa Exportadores,2183,2014,3,4,5,1,3
VirPeru,Mango,America Exportadores,1046,2011,3,4,3,1,2
AgroLatina,Mandarina,America Exportadores,2051,2019,2,3,3,2,3
America,Naranja,Exportadores Mundiales,1917,2013,1,3,1,3,2
Alfa,Uva,Mercado Mundial,2171,2018,3,3,2,3,3
America,Mandarina,Mercado Mundial,860,2014,5,3,1,3,3
